degree,infected_neighbors,exposure_time,shortest_path,centrality,infection_probability,infected
11,5,99,3,0.5986878105046501,0.9947,1
18,3,213,3,0.24767800069016233,0.4591,0
6,1,193,1,0.15539966623207313,0.0031,0
1,0,131,3,0.5333880008349474,0.0,0
2,2,56,1,0.6956176949541436,0.0455,0
11,5,7,1,0.19549329494514656,0.9933,1
22,2,281,3,0.4363589474325642,0.1171,0
3,4,84,1,0.44465497029139567,0.9393,1
11,1,90,3,0.2159791490794628,0.0005,0
17,4,204,2,0.565049446252131,0.9754,1
5,4,76,1,0.14593568678170066,0.8979,1
18,3,112,1,0.50974917331858,0.701,1
7,4,213,3,0.1134315113659995,0.8826,1
20,3,178,3,0.48554240885513744,0.53,1
14,2,196,2,0.31159905487555684,0.0455,0
13,4,1,3,0.452246292081535,0.7736,1
4,5,135,1,0.43374935944317417,0.998,1
11,5,142,2,0.9079331228185928,0.9986,1
21,1,189,1,0.48993559995646274,0.0122,0
0,4,45,2,0.8184989038768744,0.882,1
18,0,47,1,0.22565239291171524,0.0001,0
12,3,228,2,0.35208279463425884,0.5506,1
17,3,201,2,0.07508938063319093,0.4193,0
16,2,243,2,0.4207477948214936,0.0883,0
10,5,81,2,0.668699887074931,0.996,1
7,5,299,2,0.8381670341093962,0.9995,1
15,0,81,2,0.5659149117991552,0.0001,0
3,1,195,1,0.6400726695930785,0.0071,0
14,1,48,1,0.17726707761694815,0.0014,0
2,5,275,2,0.037206038233439376,0.9958,1
16,3,99,3,0.791688145177316,0.4686,0
15,4,240,3,0.1670382074412864,0.9399,1
2,4,99,2,0.09116953553275242,0.7515,1
18,4,237,3,0.9375623209065953,0.9881,1
10,0,136,3,0.9635213640591765,0.0002,0
19,0,18,2,0.6162572916024947,0.0001,0
1,2,57,1,0.3786372726872934,0.0237,0
4,2,205,2,0.833239540964052,0.0812,0
12,4,57,2,0.20471995933541243,0.8151,1
4,0,82,1,0.4293923274296819,0.0001,0
8,2,162,3,0.35701729900060175,0.0204,0
16,1,75,3,0.9126999907416816,0.0023,0
3,1,38,1,0.9197774153622736,0.0034,0
16,1,187,2,0.6508859263236664,0.0048,0
2,1,206,1,0.11074014027269186,0.0026,0
4,3,219,1,0.4821927896583025,0.7288,1
14,2,283,1,0.24532836622405674,0.1897,0
19,2,37,2,0.8849156631844819,0.0487,0
4,2,128,1,0.1384027990162019,0.0305,0
7,4,70,1,0.05431027586070736,0.885,1
23,5,270,2,0.7044290335500782,0.9996,1
24,3,161,2,0.4532860749681529,0.61,1
14,3,29,1,0.8383648876030845,0.6496,1
11,4,207,2,0.07462963116931176,0.9186,1
8,4,12,1,0.8010761326078425,0.9569,1
15,0,82,3,0.037334752844158325,0.0,0
14,5,216,2,0.02807001191395697,0.9961,1
7,0,151,3,0.4613157517310297,0.0001,0
0,2,228,1,0.22129128968065181,0.0655,0
3,3,171,3,0.5937187070065306,0.3608,0
23,2,252,2,0.025816994211470434,0.063,0
10,1,168,1,0.03538954236297853,0.0024,0
12,5,17,3,0.7271484961719404,0.9923,1
11,0,21,1,0.21016516249231165,0.0001,0
19,1,233,1,0.6564171236607336,0.022,0
1,5,11,3,0.7499221615007585,0.9867,1
2,4,112,1,0.05933116572496744,0.8958,1
6,0,4,2,0.7697539544642392,0.0,0
12,4,91,1,0.26842121796128604,0.9476,1
16,5,178,1,0.38954595819974824,0.9991,1
12,0,51,1,0.08663919229531669,0.0001,0
11,2,139,1,0.8386299833648527,0.1658,0
23,2,298,2,0.560728786325764,0.2234,0
4,0,21,2,0.5046652778471722,0.0,0
14,1,19,1,0.9685548109027556,0.0055,0
13,1,81,2,0.3345057599406708,0.0009,0
11,1,248,1,0.890779286476696,0.0265,0
20,2,121,2,0.7196878810646042,0.0722,0
6,2,191,3,0.9285281358522389,0.0701,0
23,1,10,3,0.9078020527624597,0.0019,0
8,1,220,3,0.9910298050260696,0.0059,0
13,1,20,1,0.13167675203715756,0.001,0
13,4,213,1,0.796016392091595,0.9934,1
21,1,44,3,0.8044943549475032,0.0018,0
10,5,257,1,0.6443735281784868,0.9996,1
7,3,88,3,0.278860958238202,0.1553,0
0,4,55,2,0.9651482716283151,0.9159,1
9,3,101,1,0.20442213789020958,0.4254,0
20,1,0,3,0.499575378358439,0.0007,0
0,3,49,2,0.5214871128191862,0.1751,0
22,1,179,3,0.16182934483603884,0.0016,0
13,0,90,2,0.7225288223332409,0.0001,0
3,1,106,1,0.08886716418023977,0.0011,0
7,1,242,3,0.693097778846711,0.0038,0
13,0,37,1,0.8486154962906369,0.0002,0
7,0,118,2,0.34939642508239954,0.0,0
2,5,55,2,0.7094208085992002,0.9931,1
16,3,144,3,0.1567740081478498,0.2649,0
16,2,99,3,0.8459490014528787,0.0466,0
2,5,13,2,0.9520316985532247,0.994,1
7,1,21,3,0.1526936934997769,0.0002,0
6,2,255,1,0.6918594739723322,0.2329,0
16,5,17,1,0.5058310965565258,0.9974,1
18,3,234,3,0.5314993318323786,0.6408,1
18,2,274,2,0.7064897186006882,0.1971,0
23,1,139,2,0.48874049933643726,0.0033,0
19,0,93,1,0.6003263920177168,0.0003,0
8,0,232,1,0.2309010194113772,0.0003,0
2,0,294,3,0.3785065964886303,0.0001,0
15,4,36,3,0.865240350071502,0.9203,1
22,3,289,3,0.1099025116483856,0.5972,1
24,2,283,2,0.5975752609336399,0.2231,0
5,4,42,2,0.18428706223489022,0.7246,1
5,0,16,1,0.846539597923372,0.0001,0
0,1,214,1,0.5790439538535498,0.0063,0
3,2,23,2,0.4030487826702711,0.0077,0
13,5,180,2,0.24982467365181793,0.9965,1
13,3,19,1,0.4368446991896344,0.4209,0
9,5,207,2,0.9576123259217423,0.9992,1
7,1,69,2,0.5092092897436206,0.0009,0
20,5,28,3,0.4694895316998602,0.9921,1
11,0,19,3,0.7462738135003091,0.0,0
20,1,56,2,0.3790470708319067,0.0011,0
24,3,162,2,0.427423949880794,0.5996,1
7,0,22,3,0.33694773157161906,0.0,0
5,5,240,3,0.1509197553293914,0.9946,1
23,5,181,1,0.7138092142026506,0.9997,1
15,3,89,3,0.8730309138836237,0.4759,0
7,1,295,1,0.9055926492427656,0.0329,0
15,0,197,2,0.8808029380377796,0.0004,0
12,3,201,1,0.4517838024379929,0.7645,1
22,3,52,3,0.2840661922031963,0.2257,0
6,4,213,1,0.6379237496008234,0.9873,1
24,3,167,3,0.9547049119060317,0.7626,1
23,0,295,1,0.727050648168605,0.0026,0
4,0,143,1,0.49484856159015655,0.0002,0
4,4,203,2,0.6888085745134482,0.9633,1
13,0,102,3,0.772537912454397,0.0001,0
1,5,12,1,0.9192692613280707,0.9975,1
7,0,38,1,0.7632157539721541,0.0001,0
10,4,260,1,0.4331905556359056,0.9894,1
24,5,221,2,0.2736065184654841,0.9986,1
24,2,109,1,0.4998816647295913,0.1309,0
3,0,209,3,0.3281779446054718,0.0001,0
22,5,1,1,0.942764592687814,0.9991,1
2,1,11,3,0.5079658434499622,0.0003,0
18,3,152,3,0.4720563359640083,0.4444,0
21,5,187,3,0.3481962181548629,0.9975,1
22,4,281,3,0.6394069902916003,0.9877,1
5,0,227,3,0.5200512786209478,0.0001,0
22,4,77,1,0.12904892289825654,0.9525,1
2,0,244,2,0.8692078108304946,0.0003,0
12,4,147,3,0.3590128321437984,0.901,1
11,3,247,2,0.4325784299581542,0.616,1
7,1,52,3,0.2056670566635791,0.0003,0
0,2,7,3,0.5533982076178892,0.0057,0
19,0,17,3,0.702055062428583,0.0001,0
8,5,297,1,0.8811653206259396,0.9998,1
16,1,24,2,0.05160766497226266,0.0004,0
10,1,281,1,0.9733319096993783,0.0387,0
9,3,218,1,0.7038177420203567,0.842,1
22,4,43,1,0.2842986844115174,0.9537,1
2,3,259,2,0.20447475501396606,0.4173,0
18,3,43,2,0.29608791865459794,0.2404,0
18,3,42,3,0.8757257516664424,0.4175,0
9,5,172,3,0.2913901731959504,0.9941,1
6,2,86,3,0.4628211345572357,0.0122,0
0,4,87,1,0.7057380542422326,0.9583,1
23,4,58,2,0.8719898637238855,0.967,1
23,5,182,3,0.6585711623461041,0.9987,1
6,5,8,1,0.7531091965344227,0.9972,1
0,4,73,2,0.1733267962959556,0.7219,1
3,1,166,3,0.8774078276911388,0.0024,0
1,4,145,3,0.27571918361811065,0.8139,1
20,4,209,3,0.1283781640565157,0.9349,1
22,1,64,2,0.9762442903406693,0.0044,0
3,4,194,2,0.20163992545416098,0.8974,1
18,1,227,2,0.13665197007797647,0.0026,0
4,3,116,3,0.6260209001017866,0.2859,0
9,4,77,2,0.3188631494960953,0.8492,1
14,1,166,2,0.1333492051804933,0.0013,0
17,2,173,1,0.601121117215876,0.1814,0
21,4,28,2,0.7589852272222355,0.9427,1
1,2,169,1,0.7931983742071566,0.1239,0
4,5,46,2,0.15551260101227238,0.98,1
7,0,170,3,0.5568670679399422,0.0001,0
7,4,279,3,0.8136783706814606,0.9814,1
24,4,161,2,0.16108701142418524,0.946,1
19,5,228,3,0.2076822517706749,0.9974,1
8,0,92,3,0.00241139743167762,0.0,0
24,5,276,2,0.5246341563952881,0.9995,1
12,2,243,3,0.19468169686195091,0.0349,0
12,2,275,2,0.7242425757268991,0.1597,0
10,2,222,3,0.9622138556176058,0.1131,0
3,3,194,2,0.20875548899907026,0.3064,0
23,3,157,1,0.6490970117635326,0.8527,1
0,2,278,1,0.21183446145851137,0.0944,0
4,0,254,3,0.018006858979704,0.0,0
5,5,125,1,0.7585541942145848,0.9989,1
6,1,25,3,0.4340046766508928,0.0003,0
3,0,1,1,0.9467868615146531,0.0001,0
0,3,70,2,0.5342858821434056,0.206,0
16,2,18,2,0.15748286897568398,0.0087,0
24,3,63,2,0.4497744417972779,0.407,0
3,5,32,1,0.2028917948060165,0.992,1
7,0,294,1,0.8780292726865745,0.0016,0
12,1,28,2,0.6909031808875248,0.0011,0
23,3,188,2,0.3412388046547036,0.5983,1
17,4,105,3,0.5278203228071404,0.9203,1
19,3,52,2,0.6694801882130285,0.4308,0
14,2,210,1,0.7828577166454253,0.2719,0
10,3,291,1,0.08014720987054169,0.7473,1
4,5,237,2,0.022518841995246786,0.9946,1
21,2,292,2,0.11445269716988982,0.0921,0
20,5,177,3,0.394996310172563,0.9974,1
0,4,202,2,0.466706610082092,0.9319,1
17,1,43,2,0.13646163021384838,0.0005,0
2,1,255,1,0.4111531378996053,0.007,0
18,4,224,1,0.4416227863618305,0.9905,1
20,1,76,3,0.10908996367748669,0.0006,0
3,2,106,2,0.916659960195734,0.0417,0
10,1,183,2,0.5991459275877076,0.0031,0
3,3,3,2,0.3885355304562821,0.1142,0
14,1,245,1,0.5069071834722066,0.0141,0
23,3,84,2,0.31419748646880674,0.3723,0
2,5,22,2,0.854331031644593,0.9932,1
9,4,99,1,0.5750150415685037,0.9684,1
24,5,250,2,0.49489581439354347,0.9993,1
7,0,82,2,0.9108854030955976,0.0001,0
3,2,161,1,0.8379796982340677,0.1378,0
12,1,243,2,0.8128018914258494,0.0086,0
12,5,10,3,0.22560920423184416,0.9781,1
16,4,227,1,0.15312311146835678,0.982,1
7,1,86,3,0.6900965197127477,0.001,0
23,3,208,2,0.4686422563413959,0.6942,1
13,3,56,3,0.6837127129568435,0.2994,0
7,2,41,1,0.7606272321111164,0.058,0
24,2,236,3,0.2953135073447509,0.0706,0
23,0,242,2,0.2846504331228087,0.0003,0
12,2,294,3,0.4908315662581837,0.0909,0
0,2,203,3,0.27354931352649736,0.0164,0
14,4,139,1,0.6672952760161995,0.9851,1
13,5,58,1,0.7467304458807168,0.9987,1
3,4,88,1,0.47203894605324437,0.9441,1
15,0,194,2,0.7237997655986432,0.0003,0
21,5,103,3,0.5104375690707762,0.9963,1
2,2,145,2,0.7128717219670092,0.0367,0
18,2,50,1,0.22496824779572533,0.0379,0
3,5,131,1,0.738843045933042,0.9988,1
18,5,71,2,0.7151240234570178,0.9973,1
10,0,33,3,0.26660570704917763,0.0,0
0,2,39,1,0.555970991040175,0.0275,0
24,4,155,2,0.8553116678744016,0.9852,1
4,3,109,2,0.24952264697243898,0.1988,0
14,1,29,1,0.7359797840146763,0.0037,0
4,3,154,3,0.9539667171468871,0.5142,1
23,5,49,3,0.8662419197575649,0.9974,1
18,1,4,2,0.40152008268027617,0.0007,0
20,4,39,3,0.6072077329881385,0.9007,1
10,4,134,3,0.9917701342527039,0.9632,1
11,5,286,3,0.5684374113757185,0.9988,1
15,1,72,1,0.11502760243036658,0.0016,0
19,1,85,1,0.04543075477876091,0.0019,0
21,3,72,2,0.7903145097440284,0.5572,1
0,3,106,1,0.42362832540184614,0.4328,0
16,2,215,1,0.24681289062919443,0.1283,0
2,4,96,2,0.347672030660947,0.8312,1
7,4,197,2,0.7573728665464523,0.9708,1
20,1,269,1,0.46524733563382914,0.0213,0
6,4,283,1,0.8684994925258765,0.9955,1
19,1,168,1,0.7349255887776993,0.0151,0
11,2,213,2,0.974014150445425,0.1509,0
5,0,275,3,0.8885037667898433,0.0003,0
8,2,236,2,0.25454721178600914,0.0421,0
13,5,89,1,0.6590592328025533,0.9988,1
19,2,39,2,0.020543034528143878,0.0091,0
15,4,34,1,0.9911067244295982,0.9823,1
23,0,264,1,0.26100610880259656,0.0008,0
21,3,166,1,0.664795093623584,0.8535,1
18,2,88,2,0.8491536211995653,0.0648,0
15,4,103,2,0.16046466272797144,0.8731,1
7,5,84,2,0.8478793428104792,0.9968,1
10,3,240,2,0.012245665790822424,0.3831,0
2,0,183,2,0.4419771380854074,0.0001,0
9,2,263,3,0.47203762253113846,0.0602,0
23,0,90,3,0.3740907132587359,0.0001,0
10,2,141,1,0.5863847463004997,0.104,0
2,0,36,3,0.914842348702632,0.0,0
16,3,291,1,0.3269891143002891,0.8674,1
24,1,153,1,0.5792598871664242,0.0125,0
21,1,165,2,0.8774625257433228,0.008,0
6,0,124,1,0.7729953951013782,0.0003,0
11,5,81,2,0.040733264805495994,0.9867,1
13,5,284,1,0.9427907641276623,0.9999,1
6,4,146,2,0.04664690425861273,0.8333,1
6,0,202,3,0.5887584743743296,0.0001,0
5,2,11,3,0.5753536203151648,0.0078,0
24,5,82,1,0.7863902307023161,0.9994,1
18,3,241,2,0.14844305184897766,0.5509,1
21,0,26,2,0.17937039206270378,0.0,0
20,0,30,2,0.7521069327383605,0.0001,0
23,1,242,2,0.14950475241162509,0.0039,0
2,5,92,3,0.46944512706563957,0.9887,1
22,1,82,2,0.7316480902109319,0.0032,0
1,5,169,1,0.6512419287826812,0.9988,1
11,4,58,3,0.21060418611309517,0.754,1
14,5,12,3,0.30396025868608556,0.9833,1
8,4,1,1,0.968974903241041,0.966,1
3,1,23,2,0.4486706201548839,0.0004,0
4,4,47,3,0.04445747643638054,0.5857,1
20,1,208,2,0.21958489946633264,0.0029,0
7,1,89,2,0.34243508966183767,0.0007,0
7,1,21,3,0.9994894042945859,0.0011,0
23,0,4,3,0.3026915474769186,0.0,0
3,0,143,2,0.026395848782544973,0.0,0
22,1,252,1,0.512921577555336,0.0224,0
23,0,101,2,0.08360538497397707,0.0001,0
14,2,19,3,0.27406759869572184,0.0072,0
4,0,68,1,0.9923831760939391,0.0003,0
3,0,149,2,0.7046385189301544,0.0001,0
7,5,56,2,0.05066662928287036,0.9805,1
14,0,293,1,0.448686718591796,0.0009,0
3,0,229,2,0.1716375126288493,0.0001,0
11,0,103,3,0.12294465640212127,0.0,0
2,0,285,1,0.587065413348802,0.0006,0
13,3,97,2,0.5056558896402157,0.3702,0
0,4,42,3,0.7428665843155082,0.8178,1
17,4,281,1,0.8923062282318597,0.9975,1
1,3,287,2,0.24668185743166193,0.4835,0
4,0,93,1,0.9229919866553971,0.0003,0
4,4,178,2,0.5179917725540955,0.9381,1
20,0,51,2,0.25883491818511717,0.0,0
1,3,192,1,0.8457858381026093,0.7926,1
10,2,207,1,0.0355299180290225,0.0627,0
14,5,212,2,0.5595093774729606,0.9986,1
12,1,170,3,0.7216215350299666,0.0028,0
17,3,211,1,0.27997768715614324,0.7627,1
20,2,166,3,0.8634919175632179,0.0976,0
9,3,245,1,0.24028456335798487,0.7254,1
20,5,53,2,0.8398742827317391,0.9978,1
7,4,145,2,0.07854496383245724,0.8474,1
24,2,124,2,0.1599275918684313,0.0308,0
12,2,160,1,0.38098458390190815,0.0907,0
18,4,42,3,0.8540555127981793,0.9324,1
21,2,97,1,0.14458536512678244,0.0545,0
19,1,286,3,0.8754382397942415,0.0141,0
21,2,31,2,0.22973152661279372,0.0143,0
13,0,190,2,0.45250839859452874,0.0001,0
1,1,199,1,0.35273440426033775,0.0037,0
12,2,142,2,0.11812622661452354,0.0183,0
4,4,10,3,0.9443097395191401,0.8627,1
22,4,10,3,0.4381782907522135,0.8488,1
5,1,82,3,0.6903312613561945,0.0009,0
5,2,30,1,0.5752676766640311,0.0339,0
6,0,28,2,0.5017159168522074,0.0,0
16,4,48,2,0.616577623556849,0.9192,1
14,1,57,3,0.8983423062024289,0.0017,0
23,4,251,3,0.6993123756941095,0.9867,1
10,5,191,3,0.5324800794552211,0.997,1
7,4,9,1,0.6451859606659763,0.9379,1
1,1,188,1,0.6063942805090216,0.0056,0
0,5,41,3,0.4331212074863131,0.9796,1
9,4,126,3,0.6247640101304504,0.918,1
23,3,11,2,0.4435698001641636,0.2948,0
13,5,27,1,0.7576143778719123,0.9983,1
22,5,39,1,0.9689124835222855,0.9994,1
2,0,130,3,0.9598653574972292,0.0001,0
2,5,138,2,0.8207357864249805,0.9972,1
20,4,105,2,0.6017588970594852,0.956,1
2,1,186,3,0.7493319880707405,0.0021,0
1,1,216,1,0.1780482952575544,0.003,0
10,4,218,3,0.47901845731392256,0.9498,1
